CODPRODUTO;DESCRICAO;CODBARRAS;TAMANHO;QTDE;PREÇO
900448;BRINQUEDO DE BANHO CINZA MODELO 2027 448;7899009004480;U;18;98.9
900449;BODY MANGA CURTA MARINHO BLOOM TESTE 449;7899009004490;RN;7;115.9
900449;BODY MANGA CURTA MARINHO BLOOM TESTE 449;7899009004491;P;9;120.9
900450;MACACAO PLUSH TERRACOTA COLECAO DEV 450;7899009004500;P;14;132.9
900450;MACACAO PLUSH TERRACOTA COLECAO DEV 450;7899009004501;M;16;137.9
900450;MACACAO PLUSH TERRACOTA COLECAO DEV 450;7899009004502;G;18;142.9
900451;VESTIDO FLORAL ROSA LINHA MINI 451;7899009004510;1;3;149.9
900451;VESTIDO FLORAL ROSA LINHA MINI 451;7899009004511;2;5;154.9
900452;CONJUNTO CAMISETA E SHORT AZUL MODELO 2027 452;7899009004520;1;10;166.9
900452;CONJUNTO CAMISETA E SHORT AZUL MODELO 2027 452;7899009004521;2;12;171.9
900452;CONJUNTO CAMISETA E SHORT AZUL MODELO 2027 452;7899009004522;3;14;176.9
900453;BLUSA BASICA AMARELO BLOOM TESTE 453;7899009004530;1;17;183.9
900453;BLUSA BASICA AMARELO BLOOM TESTE 453;7899009004531;2;19;188.9
900454;CALCA SARJA VERDE COLECAO DEV 454;7899009004540;1;6;200.9
900454;CALCA SARJA VERDE COLECAO DEV 454;7899009004541;2;8;205.9
900454;CALCA SARJA VERDE COLECAO DEV 454;7899009004542;3;10;210.9
900455;SHORT SARJA LILAS LINHA MINI 455;7899009004550;1;13;217.9
900455;SHORT SARJA LILAS LINHA MINI 455;7899009004551;2;15;222.9
900456;CASACO MOLETOM BEGE MODELO 2027 456;7899009004560;2;20;234.9
900456;CASACO MOLETOM BEGE MODELO 2027 456;7899009004561;3;4;239.9
900456;CASACO MOLETOM BEGE MODELO 2027 456;7899009004562;4;6;244.9
900457;PIJAMA SUEDINE OFF WHITE BLOOM TESTE 457;7899009004570;1;9;251.9
900457;PIJAMA SUEDINE OFF WHITE BLOOM TESTE 457;7899009004571;2;11;256.9
900458;JARDINEIRA JEANS CINZA COLECAO DEV 458;7899009004580;1;16;268.9
900458;JARDINEIRA JEANS CINZA COLECAO DEV 458;7899009004581;2;18;273.9
900458;JARDINEIRA JEANS CINZA COLECAO DEV 458;7899009004582;3;20;278.9
900459;SANDALIA TIRAS MARINHO LINHA MINI 459;7899009004590;19/20;5;285.9
900459;SANDALIA TIRAS MARINHO LINHA MINI 459;7899009004591;21/22;7;290.9
900460;TENIS CASUAL TERRACOTA MODELO 2027 460;7899009004600;19/20;12;42.9
900460;TENIS CASUAL TERRACOTA MODELO 2027 460;7899009004601;21/22;14;47.9
900460;TENIS CASUAL TERRACOTA MODELO 2027 460;7899009004602;23/24;16;52.9
900461;MANTA SOFT ROSA BLOOM TESTE 461;7899009004610;U;19;59.9
900462;TOALHA COM CAPUZ AZUL COLECAO DEV 462;7899009004620;U;8;76.9
900463;CHUPETA ORTODONTICA AMARELO LINHA MINI 463;7899009004630;U;15;93.9
900464;BRINQUEDO MUSICAL VERDE MODELO 2027 464;7899009004640;U;4;110.9
900465;BODY MANGA LONGA LILAS BLOOM TESTE 465;7899009004650;RN;11;127.9
900465;BODY MANGA LONGA LILAS BLOOM TESTE 465;7899009004651;P;13;132.9
900466;MACACAO MOLETOM BEGE COLECAO DEV 466;7899009004660;P;18;144.9
900466;MACACAO MOLETOM BEGE COLECAO DEV 466;7899009004661;M;20;149.9
900466;MACACAO MOLETOM BEGE COLECAO DEV 466;7899009004662;G;4;154.9
900467;VESTIDO LISO OFF WHITE LINHA MINI 467;7899009004670;1;7;161.9
900467;VESTIDO LISO OFF WHITE LINHA MINI 467;7899009004671;2;9;166.9
900468;CONJUNTO BLUSA E CALCA CINZA MODELO 2027 468;7899009004680;1;14;178.9
900468;CONJUNTO BLUSA E CALCA CINZA MODELO 2027 468;7899009004681;2;16;183.9
900468;CONJUNTO BLUSA E CALCA CINZA MODELO 2027 468;7899009004682;3;18;188.9
900469;BLUSA CROPPED MARINHO BLOOM TESTE 469;7899009004690;1;3;195.9
900469;BLUSA CROPPED MARINHO BLOOM TESTE 469;7899009004691;2;5;200.9
900470;CALCA JEANS TERRACOTA COLECAO DEV 470;7899009004700;1;10;212.9
900470;CALCA JEANS TERRACOTA COLECAO DEV 470;7899009004701;2;12;217.9
900470;CALCA JEANS TERRACOTA COLECAO DEV 470;7899009004702;3;14;222.9
900471;SHORT JEANS ROSA LINHA MINI 471;7899009004710;1;17;229.9
900471;SHORT JEANS ROSA LINHA MINI 471;7899009004711;2;19;234.9
900472;CASACO CORTA VENTO AZUL MODELO 2027 472;7899009004720;2;6;246.9
900472;CASACO CORTA VENTO AZUL MODELO 2027 472;7899009004721;3;8;251.9
900472;CASACO CORTA VENTO AZUL MODELO 2027 472;7899009004722;4;10;256.9
900473;PIJAMA MALHA AMARELO BLOOM TESTE 473;7899009004730;1;13;263.9
900473;PIJAMA MALHA AMARELO BLOOM TESTE 473;7899009004731;2;15;268.9
900474;JARDINEIRA SARJA VERDE COLECAO DEV 474;7899009004740;1;20;280.9
900474;JARDINEIRA SARJA VERDE COLECAO DEV 474;7899009004741;2;4;285.9
900474;JARDINEIRA SARJA VERDE COLECAO DEV 474;7899009004742;3;6;290.9
900475;SANDALIA VELCRO LILAS LINHA MINI 475;7899009004750;19/20;9;297.9
900475;SANDALIA VELCRO LILAS LINHA MINI 475;7899009004751;21/22;11;302.9
900476;TENIS LONA BEGE MODELO 2027 476;7899009004760;19/20;16;54.9
900476;TENIS LONA BEGE MODELO 2027 476;7899009004761;21/22;18;59.9
900476;TENIS LONA BEGE MODELO 2027 476;7899009004762;23/24;20;64.9
900477;MANTA TRICOT OFF WHITE BLOOM TESTE 477;7899009004770;U;5;71.9
900478;TOALHA BORDADA CINZA COLECAO DEV 478;7899009004780;U;12;88.9
900479;CHUPETA SILICONE MARINHO LINHA MINI 479;7899009004790;U;19;105.9
900480;BRINQUEDO EDUCATIVO TERRACOTA MODELO 2027 480;7899009004800;U;8;122.9
900481;BODY GOLA POLO ROSA BLOOM TESTE 481;7899009004810;RN;15;139.9
900481;BODY GOLA POLO ROSA BLOOM TESTE 481;7899009004811;P;17;144.9
900482;MACACAO SUEDINE AZUL COLECAO DEV 482;7899009004820;P;4;156.9
900482;MACACAO SUEDINE AZUL COLECAO DEV 482;7899009004821;M;6;161.9
900482;MACACAO SUEDINE AZUL COLECAO DEV 482;7899009004822;G;8;166.9
900483;VESTIDO TULE AMARELO LINHA MINI 483;7899009004830;1;11;173.9
900483;VESTIDO TULE AMARELO LINHA MINI 483;7899009004831;2;13;178.9
900484;CONJUNTO MOLETOM E JOGGER VERDE MODELO 2027 484;7899009004840;1;18;190.9
900484;CONJUNTO MOLETOM E JOGGER VERDE MODELO 2027 484;7899009004841;2;20;195.9
900484;CONJUNTO MOLETOM E JOGGER VERDE MODELO 2027 484;7899009004842;3;4;200.9
900485;BLUSA MANGA BUFANTE LILAS BLOOM TESTE 485;7899009004850;1;7;207.9
900485;BLUSA MANGA BUFANTE LILAS BLOOM TESTE 485;7899009004851;2;9;212.9
900486;CALCA MOLETOM BEGE COLECAO DEV 486;7899009004860;1;14;224.9
900486;CALCA MOLETOM BEGE COLECAO DEV 486;7899009004861;2;16;229.9
900486;CALCA MOLETOM BEGE COLECAO DEV 486;7899009004862;3;18;234.9
900487;SHORT MOLETOM OFF WHITE LINHA MINI 487;7899009004870;1;3;241.9
900487;SHORT MOLETOM OFF WHITE LINHA MINI 487;7899009004871;2;5;246.9
900488;CASACO TRICOT CINZA MODELO 2027 488;7899009004880;2;10;258.9
900488;CASACO TRICOT CINZA MODELO 2027 488;7899009004881;3;12;263.9
900488;CASACO TRICOT CINZA MODELO 2027 488;7899009004882;4;14;268.9
900489;PIJAMA FLANELA MARINHO BLOOM TESTE 489;7899009004890;1;17;275.9
900489;PIJAMA FLANELA MARINHO BLOOM TESTE 489;7899009004891;2;19;280.9
900490;JARDINEIRA MOLETOM TERRACOTA COLECAO DEV 490;7899009004900;1;6;292.9
900490;JARDINEIRA MOLETOM TERRACOTA COLECAO DEV 490;7899009004901;2;8;297.9
900490;JARDINEIRA MOLETOM TERRACOTA COLECAO DEV 490;7899009004902;3;10;302.9
900491;SANDALIA FLOR ROSA LINHA MINI 491;7899009004910;19/20;13;49.9
900491;SANDALIA FLOR ROSA LINHA MINI 491;7899009004911;21/22;15;54.9
900492;TENIS LUZ AZUL MODELO 2027 492;7899009004920;19/20;20;66.9
900492;TENIS LUZ AZUL MODELO 2027 492;7899009004921;21/22;4;71.9
900492;TENIS LUZ AZUL MODELO 2027 492;7899009004922;23/24;6;76.9
900493;MANTA PELUCIA AMARELO BLOOM TESTE 493;7899009004930;U;9;83.9
900494;TOALHA FRALDA VERDE COLECAO DEV 494;7899009004940;U;16;100.9
900495;CHUPETA BICO REDONDO LILAS LINHA MINI 495;7899009004950;U;5;117.9
900496;BRINQUEDO MONTAR BEGE MODELO 2027 496;7899009004960;U;12;134.9
900497;BODY TRANSPASSADO OFF WHITE BLOOM TESTE 497;7899009004970;RN;19;151.9
900497;BODY TRANSPASSADO OFF WHITE BLOOM TESTE 497;7899009004971;P;3;156.9
900498;MACACAO CANELADO CINZA COLECAO DEV 498;7899009004980;P;8;168.9
900498;MACACAO CANELADO CINZA COLECAO DEV 498;7899009004981;M;10;173.9
900498;MACACAO CANELADO CINZA COLECAO DEV 498;7899009004982;G;12;178.9
900499;VESTIDO LACO MARINHO LINHA MINI 499;7899009004990;1;15;185.9
900499;VESTIDO LACO MARINHO LINHA MINI 499;7899009004991;2;17;190.9
900500;CONJUNTO REGATA E BERMUDA TERRACOTA MODELO 2027 500;7899009005000;1;4;202.9
900500;CONJUNTO REGATA E BERMUDA TERRACOTA MODELO 2027 500;7899009005001;2;6;207.9
900500;CONJUNTO REGATA E BERMUDA TERRACOTA MODELO 2027 500;7899009005002;3;8;212.9
